"price","tmsp"
"0.00007035",1430509500
"0.00007015",1430513100
"0.00007014",1430516700
"0.00006998",1430520300
"0.00006983",1430523900
"0.00006848",1430527500
"0.00006848",1430531100
"0.00006969",1430534700
"0.00006969",1430538300
"0.00006963",1430541900
"0.00006853",1430545500
"0.00006957",1430549100
"0.00006957",1430552700
"0.00006853",1430556300
"0.00006957",1430559900
"0.00006952",1430563500
"0.00006952",1430567100
"0.00006847",1430570700
"0.00006852",1430574300
"0.00006952",1430577900
"0.00006956",1430581500
"0.00006901",1430585100
"0.00006963",1430588700
"0.00006963",1430592300
"0.00006863",1430595900
"0.00006958",1430599500
"0.00006866",1430603100
"0.00006962",1430606700
"0.00006962",1430610300
"0.00006958",1430613900
"0.00006864",1430617500
"0.00006864",1430621100
"0.00006865",1430624700
"0.00006961",1430628300
"0.0000696",1430631900
"0.0000696",1430635500
"0.00006864",1430639100
"0.00006955",1430642700
"0.00006953",1430646300
"0.00006953",1430649900
"0.00006949",1430653500
"0.00006948",1430659800
"0.00006949",1430663400
"0.00006945",1430667000
"0.00006807",1430670600
"0.00006938",1430674200
"0.0000693",1430677800
"0.00006521",1430681400
"0.00006839",1430685000
"0.00006382",1430689500
"0.00006065",1430693100
"0.00006383",1430696700
"0.00006067",1430700300
"0.00006383",1430703900
"0.00006367",1430707500
"0.00006425",1430711100
"0.00006408",1430714700
"0.00006391",1430718300
"0.00006392",1430721900
"0.00006393",1430725500
"0.0000638",1430729100
"0.0000638",1430732700
"0.0000638",1430736300
"0.0000638",1430739900
"0.00006393",1430743500
"0.00006393",1430747100
"0.0000638",1430750700
"0.00006473",1430754300
"0.00006473",1430757900
"0.00006474",1430761500
"0.00006458",1430765100
"0.00006473",1430768700
"0.00006459",1430772300
"0.00006473",1430775900
"0.00006473",1430779500
"0.00006473",1430783100
"0.00006473",1430786700
"0.00006459",1430790300
"0.00006413",1430793900
"0.00006413",1430797500
"0.00006399",1430801100
"0.00006398",1430804700
"0.00006169",1430810100
"0.00006362",1430813700
"0.00006363",1430817300
"0.00006375",1430820900
"0.00006388",1430824500
"0.00006411",1430828100
"0.00006388",1430831700
"0.00006469",1430835300
"0.00006455",1430838900
"0.00006454",1430842500
"0.00006454",1430846100
"0.0000644",1430849700
"0.00006183",1430853300
"0.00006183",1430856900
"0.00006183",1430860500
"0.00006414",1430864100
"0.00006183",1430867700
"0.00006414",1430871300
"0.00006183",1430874900
"0.00006183",1430878500
"0.00006183",1430882100
"0.00006414",1430885700
"0.00006183",1430889300
"0.00006414",1430892900
"0.00006183",1430896500
"0.00006414",1430900100
"0.00006183",1430903700
"0.00006414",1430907300
"0.00006412",1430910900
"0.00006206",1430917200
"0.00005896",1430921700
"0.00005917",1430925300
"0.00005923",1430929800
"0.00005997",1430933400
"0.00006034",1430937000
"0.0000607",1430940600
"0.0000607",1430944200
"0.0000607",1430948700
"0.00006247",1430952300
"0.00006247",1430955900
"0.00006161",1430959500
"0.00006247",1430963100
"0.00006247",1430966700
"0.00006247",1430970300
"0.00006246",1430973900
"0.00006199",1430977500
"0.00006199",1430981100
"0.00006199",1430985600
"0.00006264",1430989200
"0.00006264",1430992800
"0.00006264",1430996400
"0.00006259",1431000000
"0.00006167",1431003600
"0.00006252",1431007200
